-19.075     0.0107946666667      0.000539733333333
-19.225     0.0104968533333      0.000524842666667
-19.375     0.0100522666667      0.000502613333333
-19.525     0.00948693333333     0.000474346666667
-19.675     0.00877909333333     0.000438954666667
-19.825     0.00843605333333     0.000421802666667
-19.975     0.00761344     	 0.000380672
-20.125     0.00696106666667     0.000348053333333
-20.275     0.0062784    	 0.00031392
-20.425     0.00558122666667     0.000279061333333
-20.575     0.00469290666667     0.000234645333333
-20.725     0.00388437333333     0.000194218666667
-20.875     0.00314026666667     0.000157013333333
-21.025     0.00254293333333     0.000127146666667
-21.175     0.00194944     	 9.7472e-05
-21.325     0.00136064     	 6.8032e-05
-21.475     0.000977066666667    4.88533333333e-05
-21.625     0.000644266666667    3.22133333333e-05
-21.775     0.000357546666667    1.78773333333e-05
-21.925     0.000192853333333    9.64266666667e-06
