4.572861640254086146e-01 1.030076555961449980e+00 1.636604621679283555e+00 2.040615419233300809e+00 2.066698927332893732e+00 2.107108892059008198e+00 1.627282956807790226e+00 1.038441692466482325e+00 7.461181689856984933e-01 6.459948320413574363e-01 4.714757190004815746e-01 1.784439685938653264e-01 5.787037037037160575e-02 9.523809523809727284e-02 0.000000000000000000e+00
2.769329278053524468e-01 6.962813676505725802e-01 1.257227376630388527e+00 1.942170843529420043e+00 2.024356802968024560e+00 2.148716119828861792e+00 1.822037566000211939e+00 1.683436532507775807e+00 1.300665456745339288e+00 9.043927648579003220e-01 4.950495049505056477e-01 4.282655246252767833e-01 4.629629629629728460e-01 9.523809523809727284e-02 1.773049645390108731e-01
1.328637746118165042e-01 4.156694797833568877e-01 8.692060930867085977e-01 1.551205242876864787e+00 1.957819178966087481e+00 2.151688064669565303e+00 2.159612221933743026e+00 1.876934984520163940e+00 1.461988304093598368e+00 1.349411426930835489e+00 1.084394153701107699e+00 7.851534618130074916e-01 6.944444444444592968e-01 4.761904761904863226e-01 5.319148936170325914e-01
6.723227149031678340e-02 2.246294663475716658e-01 6.022013484700180497e-01 1.066014119764880919e+00 1.596902976046489453e+00 1.946623870661001954e+00 2.181251622955123093e+00 2.302631578947417434e+00 2.157693083282965940e+00 1.995406258972192814e+00 1.697312588401733713e+00 1.213418986438284275e+00 9.259259259259456920e-01 7.619047619047781827e-01 3.546099290780217461e-01
3.201536737634132213e-02 1.091657219633058451e-01 3.303943602451135386e-01 7.481787753494941740e-01 1.242035648036158513e+00 1.631597717546396931e+00 2.081710378256774074e+00 2.218782249742049295e+00 2.288767896753426623e+00 2.440424921045127871e+00 1.768033946251805766e+00 1.891506067094972598e+00 1.793981481481519813e+00 9.523809523809726452e-01 0.000000000000000000e+00
1.494050477562595090e-02 5.388308071265737742e-02 1.623158339576284692e-01 3.740893876747470870e-01 7.742559883861767078e-01 1.182834046600120148e+00 1.670561758850550582e+00 2.018833849329248586e+00 2.157693083282965940e+00 2.282515073212796342e+00 2.003771805752046831e+00 2.141327623126383806e+00 1.331018518518546800e+00 1.428571428571459023e+00 7.092198581560434922e-01
1.013819966917475258e-02 1.819428699388430867e-02 5.186423096870968613e-02 2.039209068151816850e-01 4.496330349221807632e-01 8.262006657156618639e-01 1.168527655154530276e+00 1.625386996904059522e+00 2.107279693486634908e+00 1.866207292563921483e+00 2.545968882602600569e+00 2.391149179157795235e+00 2.604166666666722030e+00 1.904761904761945290e+00 2.127659574468130366e+00
2.134357825089421620e-03 4.198681613973302001e-03 2.593211548435484307e-02 8.438106488904069391e-02 2.379224130978355445e-01 4.428197812648691500e-01 7.790184367696867396e-01 1.186790505675979990e+00 1.482153660012130780e+00 1.923629055412042099e+00 2.098066949552142901e+00 2.391149179157795235e+00 2.662037037037093601e+00 2.571428571428626242e+00 3.546099290780217572e+00
1.067178912544710810e-03 0.000000000000000000e+00 5.762692329856632274e-03 3.375242595561628312e-02 8.266795709331574427e-02 1.634569662387100886e-01 3.721976975677392385e-01 6.191950464396416276e-01 1.078846541641482970e+00 1.177146138386473417e+00 1.508722300801540905e+00 2.141327623126383806e+00 1.909722222222262955e+00 2.380952380952431557e+00 2.659574468085163179e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.920897443285543875e-03 5.625404325936046897e-03 2.822808290991269189e-02 6.835473133618785724e-02 1.384921665368332167e-01 3.418472652218855212e-01 4.940512200040436119e-01 7.177720356015082626e-01 1.390853371051420595e+00 1.284796573875830461e+00 1.562500000000033307e+00 2.000000000000042633e+00 2.127659574468130366e+00
