1.121071447628218642e+00 3.967754125204770443e-01 1.190956414837037319e-01 3.234607487413226901e-02 1.008145818211167617e-02 5.943889681407639458e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.448161784323172663e+00 6.717890582357283202e-01 2.333890393591935841e-01 6.609850082974855212e-02 2.217920800064568723e-02 1.485972420351909865e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.798196467637837692e+00 9.586989685239039050e-01 4.427668606773179083e-01 1.546986189632412745e-01 5.645616581982538379e-02 5.943889681407639458e-03 4.327880204276038020e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.024971986553588899e+00 1.336580313781501106e+00 6.713536564282975849e-01 2.854892695412543646e-01 9.073312363900508382e-02 4.457917261055729247e-02 8.655760408552076041e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.074062216530645486e+00 1.612993520034743611e+00 9.883017345704123713e-01 5.105054425786962335e-01 2.318735381885685398e-01 1.099619591060413265e-01 4.327880204276037673e-02 0.000000000000000000e+00 1.008267795926619595e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.087401952937454563e+00 1.976879259912429632e+00 1.386887954052162808e+00 7.608359350828503009e-01 4.496330349221807632e-01 2.258678078934902855e-01 7.357396347269264114e-02 3.869969040247760173e-02 1.008267795926619595e-02 1.435544071203016456e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.786991089056118254e+00 1.997172887713300593e+00 1.752818916998058807e+00 1.171490450876181644e+00 7.177998225663513310e-01 3.566333808844583397e-01 2.250497706223539562e-01 5.159958720330347359e-02 3.024803387779858785e-02 1.435544071203016456e-02 2.357378595002407665e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.476442025505607436e+00 1.946788708345621011e+00 2.000614687181894169e+00 1.604646583973257323e+00 1.082748608758794084e+00 6.538278649548403543e-01 4.111486194062236033e-01 1.418988648090845628e-01 1.209921355111943514e-01 7.177720356015082626e-02 7.072135785007223341e-02 7.137758743754613056e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.115735553065495100e+00 1.789338147821622149e+00 2.116828982500669643e+00 1.888729502433027729e+00 1.653359141866314941e+00 1.001545411317187328e+00 6.794771920713379432e-01 4.385964912280795325e-01 2.419842710223887028e-01 1.148435256962413165e-01 7.072135785007223341e-02 1.070663811563191958e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.379542180246675409e-01 1.427551748750922611e+00 2.009258725676679180e+00 2.137653643855697894e+00 1.881200096782038811e+00 1.545411317165986231e+00 1.099281571886113529e+00 7.675438596491391818e-01 5.343819318411083819e-01 4.019523399368445937e-01 1.885902876001926132e-01 1.070663811563191958e-01 5.787037037037160575e-02 0.000000000000000000e+00 0.000000000000000000e+00
