-19.075     0.0107946666667     0.000254360340454
-19.225     0.0104968533333     0.000255736340211
-19.375     0.0100522666667     0.000250437488462
-19.525     0.00948693333333     0.000238368918616
-19.675     0.00877909333333     0.000215668846696
-19.825     0.00843605333333     0.000200176726163
-19.975     0.00761344     0.000190004112146
-20.125     0.00696106666667     0.000188534166779
-20.275     0.0062784     0.000157757590914
-20.425     0.00558122666667     0.00015393375448
-20.575     0.00469290666667     0.000130187044794
-20.725     0.00388437333333     0.000111126937757
-20.875     0.00314026666667     8.65284058441e-05
-21.025     0.00254293333333     7.84412443629e-05
-21.175     0.00194944     6.24308160283e-05
-21.325     0.00136064     4.66864120439e-05
-21.475     0.000977066666667     3.54426307106e-05
-21.625     0.000644266666667     2.63280000044e-05
-21.775     0.000357546666667     1.72848844816e-05
-21.925     0.000192853333333     1.16025398282e-05
